ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,Timestamp,OccupancyRatio,TrafficWeight,VehicleWeight,DemandRaw,NormalizedDemand,DemandPrice,CompetitivePrice,RerouteFlag
13928,Others-CCCPS202,2937,26.14749053,91.72799688,1121,cycle,low,3,0,19-11-2016,16:04:00,2016-11-19 16:04:00,0.38168198842356144,1,1,5.908409942117807,0.22687218683462948,11.814977494677038,13.314977494677038,
13929,Others-CCCPS202,2937,26.14749053,91.72799688,1119,car,low,2,0,19-11-2016,16:31:00,2016-11-19 16:31:00,0.38100102145045966,1,3,5.905005107252299,0.22677298905271842,11.814183912421747,13.314183912421747,
13930,Others-CCCPS202,2937,26.14749053,91.72799688,385,truck,average,4,1,20-11-2016,08:01:00,2016-11-20 08:01:00,0.13108614232209737,2,4,10.655430711610487,0.3651737343750611,12.92138987500049,12.92138987500049,
13931,Others-CCCPS202,2937,26.14749053,91.72799688,386,truck,average,3,1,20-11-2016,08:27:00,2016-11-20 08:27:00,0.13142662580864828,2,4,8.657133129043242,0.3069545561714467,12.455636449371575,13.955636449371575,
13932,Others-CCCPS202,2937,26.14749053,91.72799688,393,bike,average,4,1,20-11-2016,09:01:00,2016-11-20 09:01:00,0.1338100102145046,2,2,8.669050051072523,0.3073017484081354,12.458413987265082,13.958413987265082,
13933,Others-CCCPS202,2937,26.14749053,91.72799688,425,car,low,3,1,20-11-2016,09:27:00,2016-11-20 09:27:00,0.14470548178413348,1,3,10.723527408920667,0.3671576900132828,12.937261520106262,12.937261520106262,
13934,Others-CCCPS202,2937,26.14749053,91.72799688,493,car,low,5,1,20-11-2016,10:01:00,2016-11-20 10:01:00,0.16785835886959483,1,3,14.839291794347973,0.48706796878739966,13.896543750299198,13.896543750299198,
13935,Others-CCCPS202,2937,26.14749053,91.72799688,549,bike,low,5,1,20-11-2016,10:27:00,2016-11-20 10:27:00,0.18692543411644535,1,2,13.934627170582226,0.460711118133625,13.685688945069,13.685688945069,
13936,Others-CCCPS202,2937,26.14749053,91.72799688,658,car,high,11,1,20-11-2016,11:01:00,2016-11-20 11:01:00,0.2240381341504937,3,3,21.120190670752468,0.670058117078774,15.36046493663019,15.36046493663019,
13937,Others-CCCPS202,2937,26.14749053,91.72799688,709,car,average,8,1,20-11-2016,11:27:00,2016-11-20 11:27:00,0.24140279196458972,2,3,18.207013959822948,0.5851844948756516,14.681475959005212,16.181475959005212,
13938,Others-CCCPS202,2937,26.14749053,91.72799688,772,car,high,13,1,20-11-2016,12:01:00,2016-11-20 12:01:00,0.26285325161729656,3,3,25.314266258086484,0.792249944836846,16.33799955869477,16.33799955869477,
13939,Others-CCCPS202,2937,26.14749053,91.72799688,776,car,high,12,1,20-11-2016,12:34:00,2016-11-20 12:34:00,0.26421518556350015,3,3,23.3210759278175,0.734179563306098,15.873436506448787,15.873436506448787,
13940,Others-CCCPS202,2937,26.14749053,91.72799688,814,car,high,12,1,20-11-2016,13:07:00,2016-11-20 13:07:00,0.27715355805243447,3,3,23.38576779026217,0.7360643211624086,15.888514569299268,15.888514569299268,
13941,Others-CCCPS202,2937,26.14749053,91.72799688,835,bike,average,8,1,20-11-2016,13:27:00,2016-11-20 13:27:00,0.2843037112700034,2,2,17.421518556350016,0.5622995665887648,14.498396532710117,15.998396532710117,
13942,Others-CCCPS202,2937,26.14749053,91.72799688,887,car,average,5,1,20-11-2016,14:01:00,2016-11-20 14:01:00,0.3020088525706503,2,3,12.51004426285325,0.4192067661820279,13.353654129456222,14.853654129456222,
13943,Others-CCCPS202,2937,26.14749053,91.72799688,928,bike,average,6,1,20-11-2016,14:27:00,2016-11-20 14:27:00,0.3159686755192373,2,2,13.579843377596186,0.45037470925849016,13.602997674067922,15.102997674067922,
13944,Others-CCCPS202,2937,26.14749053,91.72799688,971,car,average,5,1,20-11-2016,15:01:00,2016-11-20 15:01:00,0.3306094654409261,2,3,12.65304732720463,0.42337307302229343,13.386984584178347,14.886984584178347,
13945,Others-CCCPS202,2937,26.14749053,91.72799688,981,cycle,low,4,1,20-11-2016,15:27:00,2016-11-20 15:27:00,0.33401430030643514,1,1,11.670071501532176,0.3947346733845638,13.15787738707651,14.65787738707651,
13946,Others-CCCPS202,2937,26.14749053,91.72799688,979,car,average,5,1,20-11-2016,16:01:00,2016-11-20 16:01:00,0.3333333333333333,2,3,12.666666666666666,0.4237698641499377,13.390158913199501,13.390158913199501,
13947,Others-CCCPS202,2937,26.14749053,91.72799688,952,car,low,3,1,20-11-2016,16:31:00,2016-11-20 16:31:00,0.324140279196459,1,3,11.620701395982294,0.3932963055468531,13.146370444374824,14.646370444374824,
13948,Others-CCCPS202,2937,26.14749053,91.72799688,514,bike,low,3,0,21-11-2016,08:04:00,2016-11-21 08:04:00,0.17500851208716378,1,2,5.875042560435819,0.22590004857190088,11.807200388575207,11.807200388575207,
13949,Others-CCCPS202,2937,26.14749053,91.72799688,621,car,low,2,0,21-11-2016,08:31:00,2016-11-21 08:31:00,0.21144024514811033,1,3,5.057201225740552,0.2020727413568588,11.61658193085487,11.61658193085487,
13950,Others-CCCPS202,2937,26.14749053,91.72799688,810,truck,low,2,0,21-11-2016,09:04:00,2016-11-21 09:04:00,0.27579162410623087,1,4,6.378958120531154,0.24058132029474114,11.924650562357929,11.924650562357929,
13951,Others-CCCPS202,2937,26.14749053,91.72799688,897,cycle,low,3,0,21-11-2016,09:31:00,2016-11-21 09:31:00,0.3054136874361593,1,1,5.527068437180796,0.2157620352605882,11.726096282084706,13.226096282084706,
13952,Others-CCCPS202,2937,26.14749053,91.72799688,1032,car,low,4,0,21-11-2016,10:04:00,2016-11-21 10:04:00,0.35137895812053116,1,3,9.756894790602656,0.3389954397287264,12.711963517829812,12.711963517829812,
13953,Others-CCCPS202,2937,26.14749053,91.72799688,1098,car,average,5,0,21-11-2016,10:31:00,2016-11-21 10:31:00,0.3738508682328907,2,3,8.869254341164453,0.31313457798450706,12.505076623876057,12.505076623876057,
13954,Others-CCCPS202,2937,26.14749053,91.72799688,1143,car,average,6,0,21-11-2016,11:04:00,2016-11-21 11:04:00,0.3891726251276813,2,3,10.945863125638407,0.37363530517207655,12.989082441376611,12.989082441376611,
13955,Others-CCCPS202,2937,26.14749053,91.72799688,1188,car,high,9,0,21-11-2016,11:30:00,2016-11-21 11:30:00,0.4044943820224719,3,3,14.022471910112358,0.4632704209069309,13.70616336725545,13.70616336725545,
13956,Others-CCCPS202,2937,26.14749053,91.72799688,1230,car,average,6,0,21-11-2016,11:57:00,2016-11-21 11:57:00,0.4187946884576098,2,3,11.09397344228805,0.3779504086852086,13.023603269481669,14.523603269481669,
13957,Others-CCCPS202,2937,26.14749053,91.72799688,1250,bike,high,10,0,21-11-2016,12:31:00,2016-11-21 12:31:00,0.42560435818862785,3,2,15.12802179094314,0.4954799406934596,13.963839525547677,13.963839525547677,
13958,Others-CCCPS202,2937,26.14749053,91.72799688,1267,bike,high,10,0,21-11-2016,12:57:00,2016-11-21 12:57:00,0.4313925774599932,3,2,15.156962887299965,0.4963231218397037,13.97058497471763,13.97058497471763,
13959,Others-CCCPS202,2937,26.14749053,91.72799688,1240,bike,average,6,0,21-11-2016,13:31:00,2016-11-21 13:31:00,0.42219952332311883,2,2,10.110997616615595,0.34931200904747906,12.794496072379832,14.294496072379832,
13960,Others-CCCPS202,2937,26.14749053,91.72799688,1253,car,average,5,0,21-11-2016,14:04:00,2016-11-21 14:04:00,0.42662580864828054,2,3,9.133129043241404,0.32082240608261603,12.566579248660927,12.566579248660927,
13961,Others-CCCPS202,2937,26.14749053,91.72799688,1230,car,average,5,0,21-11-2016,14:31:00,2016-11-21 14:31:00,0.4187946884576098,2,3,9.09397344228805,0.3196816315906386,12.557453052725108,12.557453052725108,
13962,Others-CCCPS202,2937,26.14749053,91.72799688,1201,car,average,5,0,21-11-2016,14:57:00,2016-11-21 14:57:00,0.40892066734763366,2,3,9.044603336738168,0.3182432637529279,12.545946110023422,12.545946110023422,
13963,Others-CCCPS202,2937,26.14749053,91.72799688,1133,car,average,4,0,21-11-2016,15:31:00,2016-11-21 15:31:00,0.3857677902621723,2,3,6.928838951310862,0.25660176207338103,12.052814096587047,12.052814096587047,
13964,Others-CCCPS202,2937,26.14749053,91.72799688,1078,car,low,3,0,21-11-2016,15:57:00,2016-11-21 15:57:00,0.36704119850187267,1,3,7.835205992509364,0.28300821161811124,12.26406569294489,12.26406569294489,
13965,Others-CCCPS202,2937,26.14749053,91.72799688,970,car,low,2,0,21-11-2016,16:31:00,2016-11-21 16:31:00,0.3302689819543752,1,3,5.6513449097718755,0.21938275430034274,11.75506203440274,13.25506203440274,
13966,Others-CCCPS202,2937,26.14749053,91.72799688,615,bike,average,3,0,22-11-2016,07:57:00,2016-11-22 07:57:00,0.2093973442288049,2,2,3.046986721144025,0.14350637091655552,11.148050967332443,12.648050967332443,
13967,Others-CCCPS202,2937,26.14749053,91.72799688,762,car,low,2,0,22-11-2016,08:31:00,2016-11-22 08:31:00,0.25944841675178754,1,3,5.297242083758938,0.20906618498159013,11.67252947985272,11.67252947985272,
13968,Others-CCCPS202,2937,26.14749053,91.72799688,954,car,low,2,0,22-11-2016,09:04:00,2016-11-22 09:04:00,0.32482124616956076,1,3,5.624106230847804,0.2185891720450541,11.748713376360433,13.248713376360433,
13969,Others-CCCPS202,2937,26.14749053,91.72799688,1067,truck,low,2,0,22-11-2016,09:31:00,2016-11-22 09:31:00,0.36329588014981273,1,4,6.8164794007490634,0.2533282352703153,12.026625882162524,12.026625882162524,
13970,Others-CCCPS202,2937,26.14749053,91.72799688,1181,car,low,4,0,22-11-2016,10:04:00,2016-11-22 10:04:00,0.4021109976166156,1,3,10.010554988083078,0.346385674481102,12.771085395848816,12.771085395848816,
13971,Others-CCCPS202,2937,26.14749053,91.72799688,1254,car,average,5,0,22-11-2016,10:31:00,2016-11-22 10:31:00,0.42696629213483145,2,3,9.134831460674157,0.32087200497357155,12.566976039788573,12.566976039788573,
13972,Others-CCCPS202,2937,26.14749053,91.72799688,1313,car,average,6,0,22-11-2016,11:04:00,2016-11-22 11:04:00,0.4470548178413347,2,3,11.235274089206673,0.38206711663451853,13.05653693307615,14.55653693307615,
13973,Others-CCCPS202,2937,26.14749053,91.72799688,1341,car,average,6,0,22-11-2016,11:31:00,2016-11-22 11:31:00,0.45658835546475995,2,3,11.2829417773238,0.3834558855812737,13.06764708465019,14.56764708465019,
13974,Others-CCCPS202,2937,26.14749053,91.72799688,1332,car,high,10,0,22-11-2016,12:04:00,2016-11-22 12:04:00,0.45352400408580185,3,3,16.26762002042901,0.528681438299099,14.229451506392792,14.229451506392792,
13975,Others-CCCPS202,2937,26.14749053,91.72799688,1341,car,high,9,0,22-11-2016,12:31:00,2016-11-22 12:31:00,0.45658835546475995,3,3,14.2829417773238,0.47085905122312877,13.76687240978503,13.76687240978503,
13976,Others-CCCPS202,2937,26.14749053,91.72799688,1351,bike,high,10,0,22-11-2016,12:57:00,2016-11-22 12:57:00,0.459993190330269,3,2,15.299965951651345,0.5004894286799692,14.003915429439752,14.003915429439752,
13977,Others-CCCPS202,2937,26.14749053,91.72799688,1356,bike,high,9,0,22-11-2016,13:31:00,2016-11-22 13:31:00,0.4616956077630235,3,2,13.308478038815117,0.4424686460401769,13.539749168321416,13.539749168321416,
13978,Others-CCCPS202,2937,26.14749053,91.72799688,1263,truck,high,8,0,22-11-2016,13:57:00,2016-11-22 13:57:00,0.43003064351378956,3,4,13.150153217568949,0.43785594918131154,13.502847593450493,13.502847593450493,
13979,Others-CCCPS202,2937,26.14749053,91.72799688,1231,bike,average,5,0,22-11-2016,14:31:00,2016-11-22 14:31:00,0.4191351719441607,2,2,8.095675859720803,0.29059684193430907,12.324774735474474,13.824774735474474,
13980,Others-CCCPS202,2937,26.14749053,91.72799688,1199,bike,average,5,0,22-11-2016,14:57:00,2016-11-22 14:57:00,0.40823970037453183,2,2,8.041198501872659,0.28900967742373174,12.312077419389853,13.812077419389853,
13981,Others-CCCPS202,2937,26.14749053,91.72799688,1158,truck,low,3,0,22-11-2016,15:31:00,2016-11-22 15:31:00,0.39427987742594484,1,4,8.971399387129724,0.31611051144183955,12.528884091534715,12.528884091534715,
13982,Others-CCCPS202,2937,26.14749053,91.72799688,1227,car,average,4,0,22-11-2016,15:57:00,2016-11-22 15:57:00,0.4177732379979571,2,3,7.088866189989785,0.2612640578232019,12.090112462585616,12.090112462585616,
13983,Others-CCCPS202,2937,26.14749053,91.72799688,1098,truck,low,2,0,22-11-2016,16:30:00,2016-11-22 16:30:00,0.3738508682328907,1,4,6.869254341164454,0.25486580088993704,12.038926407119497,12.038926407119497,
13984,Others-CCCPS202,2937,26.14749053,91.72799688,682,cycle,low,2,0,23-11-2016,08:04:00,2016-11-23 08:04:00,0.23220973782771537,1,1,3.1610486891385765,0.14682949661057676,11.174635972884614,12.674635972884614,
13985,Others-CCCPS202,2937,26.14749053,91.72799688,818,car,average,3,0,23-11-2016,08:30:00,2016-11-23 08:30:00,0.27851549199863807,2,3,4.39257745999319,0.18270933432781541,11.461674674622524,11.461674674622524,
13986,Others-CCCPS202,2937,26.14749053,91.72799688,995,car,low,2,0,23-11-2016,08:57:00,2016-11-23 08:57:00,0.33878106911814776,1,3,5.693905345590739,0.2206227265742313,11.76498181259385,13.26498181259385,
13987,Others-CCCPS202,2937,26.14749053,91.72799688,1164,bike,average,4,0,23-11-2016,09:31:00,2016-11-23 09:31:00,0.39632277834525026,2,2,5.981613891726251,0.22900493914571776,11.832039513165743,13.332039513165743,
13988,Others-CCCPS202,2937,26.14749053,91.72799688,1287,car,low,4,0,23-11-2016,10:04:00,2016-11-23 10:04:00,0.43820224719101125,1,3,10.191011235955056,0.35164315692238945,12.813145255379116,12.813145255379116,
13989,Others-CCCPS202,2937,26.14749053,91.72799688,1348,bike,average,4,0,23-11-2016,10:31:00,2016-11-23 10:31:00,0.4589717398706163,2,2,6.294858699353082,0.2381311350815374,11.905049080652299,13.405049080652299,
13990,Others-CCCPS202,2937,26.14749053,91.72799688,1379,car,average,6,0,23-11-2016,11:04:00,2016-11-23 11:04:00,0.46952672795369427,2,3,11.347633639768471,0.3853406434375843,13.082725147500675,14.582725147500675,
13991,Others-CCCPS202,2937,26.14749053,91.72799688,1362,cycle,average,6,0,23-11-2016,11:31:00,2016-11-23 11:31:00,0.4637385086823289,2,1,9.318692543411645,0.32622868519677006,12.60982948157416,14.10982948157416,
13992,Others-CCCPS202,2937,26.14749053,91.72799688,1392,car,average,6,0,23-11-2016,11:57:00,2016-11-23 11:57:00,0.473953013278856,2,3,11.36976506639428,0.3859854290200063,13.08788343216005,14.58788343216005,
13993,Others-CCCPS202,2937,26.14749053,91.72799688,1403,car,high,9,0,23-11-2016,12:31:00,2016-11-23 12:31:00,0.4776983316309159,3,3,14.388491658154578,0.4739341824623723,13.791473459698977,15.291473459698977,
13994,Others-CCCPS202,2937,26.14749053,91.72799688,1405,truck,high,9,0,23-11-2016,13:04:00,2016-11-23 13:04:00,0.4783792986040177,3,4,15.391896493020088,0.5031677687915684,14.025342150332547,14.025342150332547,
13995,Others-CCCPS202,2937,26.14749053,91.72799688,1422,car,high,9,0,23-11-2016,13:31:00,2016-11-23 13:31:00,0.48416751787538304,3,3,14.420837589376916,0.47487656139052764,13.79901249112422,13.79901249112422,
13996,Others-CCCPS202,2937,26.14749053,91.72799688,1416,car,high,9,0,23-11-2016,13:57:00,2016-11-23 13:57:00,0.4821246169560776,3,3,14.41062308478039,0.47457896804479444,13.796631744358356,13.796631744358356,
13997,Others-CCCPS202,2937,26.14749053,91.72799688,1408,bike,average,5,0,23-11-2016,14:30:00,2016-11-23 14:30:00,0.4794007490636704,2,2,8.397003745318353,0.29937584563343994,12.39500676506752,12.39500676506752,
13998,Others-CCCPS202,2937,26.14749053,91.72799688,1362,car,low,3,0,23-11-2016,15:04:00,2016-11-23 15:04:00,0.4637385086823289,1,3,8.318692543411645,0.297094296649485,12.37675437319588,12.37675437319588,
13999,Others-CCCPS202,2937,26.14749053,91.72799688,1296,bike,low,3,0,23-11-2016,15:31:00,2016-11-23 15:31:00,0.44126659856996936,1,2,7.2063329928498465,0.26468638129913424,12.117491050393074,13.617491050393074,
14000,Others-CCCPS202,2937,26.14749053,91.72799688,1220,car,low,2,0,23-11-2016,16:04:00,2016-11-23 16:04:00,0.4153898535921008,1,3,6.076949267960504,0.2317824770392281,11.854259816313826,13.354259816313826,
14001,Others-CCCPS202,2937,26.14749053,91.72799688,1129,car,average,3,0,23-11-2016,16:30:00,2016-11-23 16:30:00,0.3844058563159687,2,3,4.922029281579843,0.1981345894149888,11.58507671531991,13.08507671531991,
14002,Others-CCCPS202,2937,26.14749053,91.72799688,569,car,average,3,0,24-11-2016,08:00:00,2016-11-24 08:00:00,0.1937351038474634,2,3,3.9686755192373173,0.17035921047988561,11.362873683839085,12.862873683839085,
14003,Others-CCCPS202,2937,26.14749053,91.72799688,674,car,average,3,0,24-11-2016,08:27:00,2016-11-24 08:27:00,0.22948586993530815,2,3,4.147429349676541,0.17556709403021747,11.404536752241741,12.904536752241741,
14004,Others-CCCPS202,2937,26.14749053,91.72799688,865,bike,low,3,0,24-11-2016,09:00:00,2016-11-24 09:00:00,0.2945182158665305,1,2,6.472591079332652,0.2433092592972959,11.946474074378369,11.946474074378369,
14005,Others-CCCPS202,2937,26.14749053,91.72799688,991,truck,low,3,0,24-11-2016,09:34:00,2016-11-24 09:34:00,0.33741913517194416,1,4,8.687095675859721,0.30782749665226417,12.462619973218114,12.462619973218114,
14006,Others-CCCPS202,2937,26.14749053,91.72799688,1094,bike,low,4,0,24-11-2016,10:01:00,2016-11-24 10:01:00,0.3724889342866871,1,2,8.862444671433435,0.31293618242068494,12.503489459365479,14.003489459365479,
14007,Others-CCCPS202,2937,26.14749053,91.72799688,1166,car,low,3,0,24-11-2016,10:27:00,2016-11-24 10:27:00,0.3970037453183521,1,3,7.98501872659176,0.2873729140221989,12.298983312177592,13.798983312177592,
14008,Others-CCCPS202,2937,26.14749053,91.72799688,1239,car,high,8,0,24-11-2016,11:00:00,2016-11-24 11:00:00,0.4218590398365679,3,3,12.109295199182839,0.40753118725109344,13.260249498008747,13.260249498008747,
14009,Others-CCCPS202,2937,26.14749053,91.72799688,1274,car,average,7,0,24-11-2016,11:27:00,2016-11-24 11:27:00,0.4337759618658495,2,3,13.168879809329248,0.4384015369818225,13.50721229585458,13.50721229585458,
14010,Others-CCCPS202,2937,26.14749053,91.72799688,1317,truck,high,9,0,24-11-2016,12:00:00,2016-11-24 12:00:00,0.4484167517875383,3,4,15.242083758937692,0.4988030663874808,13.990424531099848,13.990424531099848,
14011,Others-CCCPS202,2937,26.14749053,91.72799688,1349,car,high,10,0,24-11-2016,12:30:00,2016-11-24 12:30:00,0.4593122233571672,3,3,16.296561116785835,0.5295246194453431,14.236196955562745,14.236196955562745,
14012,Others-CCCPS202,2937,26.14749053,91.72799688,1357,truck,high,8,0,24-11-2016,13:04:00,2016-11-24 13:04:00,0.4620360912495744,3,4,13.31018045624787,0.44251824493113234,13.54014595944906,13.54014595944906,
14013,Others-CCCPS202,2937,26.14749053,91.72799688,1356,car,high,8,0,24-11-2016,13:30:00,2016-11-24 13:30:00,0.4616956077630235,3,3,12.308478038815117,0.4133342574928918,13.306674059943136,13.306674059943136,
14014,Others-CCCPS202,2937,26.14749053,91.72799688,1361,cycle,average,6,0,24-11-2016,13:57:00,2016-11-24 13:57:00,0.463398025195778,2,1,9.31699012597889,0.3261790863058145,12.609432690446516,14.109432690446516,
14015,Others-CCCPS202,2937,26.14749053,91.72799688,1333,car,average,5,0,24-11-2016,14:30:00,2016-11-24 14:30:00,0.45386448757235276,2,3,9.269322437861764,0.32479031735905933,12.598322538872475,12.598322538872475,
14016,Others-CCCPS202,2937,26.14749053,91.72799688,1294,truck,average,5,0,24-11-2016,14:57:00,2016-11-24 14:57:00,0.44058563159686753,2,4,10.202928157984338,0.35199034915907823,12.815922793272625,12.815922793272625,
14017,Others-CCCPS202,2937,26.14749053,91.72799688,1245,car,low,3,0,24-11-2016,15:31:00,2016-11-24 15:31:00,0.42390194075587334,1,3,8.119509703779366,0.2912912264076866,12.330329811261493,12.330329811261493,
14018,Others-CCCPS202,2937,26.14749053,91.72799688,1175,car,low,3,0,24-11-2016,15:57:00,2016-11-24 15:57:00,0.4000680966973102,1,3,8.00034048348655,0.28781930404079875,12.302554432326392,12.302554432326392,
14019,Others-CCCPS202,2937,26.14749053,91.72799688,1091,bike,low,2,0,24-11-2016,16:31:00,2016-11-24 16:31:00,0.3714674838270344,1,2,4.857337419135172,0.19624983155867823,11.569998652469426,13.069998652469426,
14020,Others-CCCPS202,2937,26.14749053,91.72799688,550,car,low,2,0,25-11-2016,08:00:00,2016-11-25 08:00:00,0.18726591760299627,1,3,4.936329588014981,0.19855122009901535,11.588409760792121,13.088409760792121,
14021,Others-CCCPS202,2937,26.14749053,91.72799688,550,car,low,2,0,25-11-2016,08:00:00,2016-11-25 08:00:00,0.18726591760299627,1,3,4.936329588014981,0.19855122009901535,11.588409760792121,13.088409760792121,
14022,Others-CCCPS202,2937,26.14749053,91.72799688,824,car,low,2,0,25-11-2016,09:00:00,2016-11-25 09:00:00,0.2805583929179435,1,3,5.402791964589717,0.21214131622083368,11.697130529766667,13.197130529766667,
14023,Others-CCCPS202,2937,26.14749053,91.72799688,930,car,low,3,0,25-11-2016,09:27:00,2016-11-25 09:27:00,0.3166496424923391,1,3,7.583248212461696,0.2756675757566911,12.205340606053529,12.205340606053529,
14024,Others-CCCPS202,2937,26.14749053,91.72799688,1042,cycle,low,3,0,25-11-2016,10:00:00,2016-11-25 10:00:00,0.3547837929860402,1,1,5.773918964930201,0.22295387444914172,11.783630995593132,13.283630995593132,
14025,Others-CCCPS202,2937,26.14749053,91.72799688,1107,bike,low,4,0,25-11-2016,10:27:00,2016-11-25 10:27:00,0.3769152196118488,1,2,8.884576098059243,0.313580968003107,12.508647744024856,14.008647744024856,
14026,Others-CCCPS202,2937,26.14749053,91.72799688,1185,car,average,6,0,25-11-2016,11:00:00,2016-11-25 11:00:00,0.4034729315628192,2,3,11.017364657814095,0.3757184585922092,13.005747668737673,14.505747668737673,
14027,Others-CCCPS202,2937,26.14749053,91.72799688,1215,bike,average,6,0,25-11-2016,11:27:00,2016-11-25 11:27:00,0.4136874361593463,2,2,10.068437180796732,0.3480720367735905,12.784576294188724,14.284576294188724,
14028,Others-CCCPS202,2937,26.14749053,91.72799688,1274,truck,high,10,0,25-11-2016,12:00:00,2016-11-25 12:00:00,0.4337759618658495,3,4,17.168879809329248,0.5549390911709625,14.439512729367701,14.439512729367701,
14029,Others-CCCPS202,2937,26.14749053,91.72799688,1285,car,high,10,0,25-11-2016,12:34:00,2016-11-25 12:34:00,0.4375212802179094,3,3,16.187606401089546,0.5263502904241885,14.210802323393509,14.210802323393509,
14030,Others-CCCPS202,2937,26.14749053,91.72799688,1280,car,high,9,0,25-11-2016,13:00:00,2016-11-25 13:00:00,0.4358188627851549,3,3,14.179094313925773,0.4678335188748407,13.742668150998725,13.742668150998725,
14031,Others-CCCPS202,2937,26.14749053,91.72799688,1286,car,average,6,0,25-11-2016,13:27:00,2016-11-25 13:27:00,0.43786176370446034,2,3,11.189308818522301,0.3807279465787189,13.04582357262975,14.54582357262975,
14032,Others-CCCPS202,2937,26.14749053,91.72799688,1289,cycle,average,5,0,25-11-2016,14:00:00,2016-11-25 14:00:00,0.438883214164113,2,1,7.194416070820566,0.26433918906244547,12.114713512499565,13.614713512499565,
14033,Others-CCCPS202,2937,26.14749053,91.72799688,1273,car,average,4,0,25-11-2016,14:34:00,2016-11-25 14:34:00,0.4334354783792986,2,3,7.167177391896493,0.2635456068071568,12.108364854457253,13.608364854457253,
14034,Others-CCCPS202,2937,26.14749053,91.72799688,1241,car,average,3,0,25-11-2016,15:00:00,2016-11-25 15:00:00,0.42254000680966974,2,3,5.112700034048348,0.20368966520200943,11.629517321616076,13.129517321616076,
14035,Others-CCCPS202,2937,26.14749053,91.72799688,1195,car,low,3,0,25-11-2016,15:27:00,2016-11-25 15:27:00,0.40687776642832824,1,3,8.03438883214164,0.28881128185990956,12.310490254879277,13.810490254879277,
14036,Others-CCCPS202,2937,26.14749053,91.72799688,1135,car,low,3,0,25-11-2016,16:00:00,2016-11-25 16:00:00,0.3864487572352741,1,3,7.932243786176371,0.2858353484025771,12.286682787220617,12.286682787220617,
14037,Others-CCCPS202,2937,26.14749053,91.72799688,1071,car,low,2,0,25-11-2016,16:27:00,2016-11-25 16:27:00,0.36465781409601633,1,3,5.823289070480081,0.2243922422868524,11.79513793829482,11.79513793829482,
14038,Others-CCCPS202,2937,26.14749053,91.72799688,446,car,low,2,0,26-11-2016,08:01:00,2016-11-26 08:01:00,0.1518556350017024,1,3,4.759278175008512,0.19339293543963904,11.547143483517113,11.547143483517113,
14039,Others-CCCPS202,2937,26.14749053,91.72799688,476,car,average,3,0,26-11-2016,08:28:00,2016-11-26 08:28:00,0.1620701395982295,2,3,3.8103506979911472,0.16574651362102025,11.32597210896816,12.82597210896816,
14040,Others-CCCPS202,2937,26.14749053,91.72799688,555,car,low,2,0,26-11-2016,09:01:00,2016-11-26 09:01:00,0.18896833503575078,1,3,4.944841675178754,0.19879921455379307,11.590393716430345,13.090393716430345,
14041,Others-CCCPS202,2937,26.14749053,91.72799688,625,car,low,2,0,26-11-2016,09:35:00,2016-11-26 09:35:00,0.21280217909431393,1,3,5.0640108954715695,0.20227113692068094,11.618169095365447,13.118169095365447,
14042,Others-CCCPS202,2937,26.14749053,91.72799688,714,cycle,low,4,0,26-11-2016,10:01:00,2016-11-26 10:01:00,0.24310520939734423,1,1,7.215526046986721,0.26495421531029417,12.119633722482352,13.619633722482352,
14043,Others-CCCPS202,2937,26.14749053,91.72799688,814,car,average,4,0,26-11-2016,10:35:00,2016-11-26 10:35:00,0.27715355805243447,2,3,6.385767790262172,0.24077971585856328,11.926237726868507,13.426237726868507,
14044,Others-CCCPS202,2937,26.14749053,91.72799688,875,car,average,6,0,26-11-2016,11:01:00,2016-11-26 11:01:00,0.2979230507320395,2,3,10.489615253660197,0.3603428023959914,12.882742419167933,12.882742419167933,
14045,Others-CCCPS202,2937,26.14749053,91.72799688,902,car,average,6,0,26-11-2016,11:28:00,2016-11-26 11:28:00,0.30711610486891383,2,3,10.535580524344569,0.361681972451791,12.893455779614328,12.893455779614328,
14046,Others-CCCPS202,2937,26.14749053,91.72799688,955,bike,high,9,0,26-11-2016,12:01:00,2016-11-26 12:01:00,0.3251617296561117,3,2,12.625808648280557,0.42257949076700474,13.380635926136037,14.880635926136037,
14047,Others-CCCPS202,2937,26.14749053,91.72799688,1022,car,high,9,0,26-11-2016,12:28:00,2016-11-26 12:28:00,0.34797412325502214,3,3,13.739870616275113,0.4550370050083111,13.640296040066488,15.140296040066488,
14048,Others-CCCPS202,2937,26.14749053,91.72799688,1044,bike,high,8,0,26-11-2016,13:01:00,2016-11-26 13:01:00,0.355464759959142,3,2,10.77732379979571,0.3687250149674779,12.949800119739823,14.449800119739823,
14049,Others-CCCPS202,2937,26.14749053,91.72799688,1081,bike,high,8,0,26-11-2016,13:28:00,2016-11-26 13:28:00,0.36806264896152535,3,2,10.840313244807625,0.37056017393283286,12.964481391462662,14.464481391462662,
14050,Others-CCCPS202,2937,26.14749053,91.72799688,1107,car,average,5,0,26-11-2016,14:01:00,2016-11-26 14:01:00,0.3769152196118488,2,3,8.884576098059243,0.313580968003107,12.508647744024856,14.008647744024856,
